Admin2,Date,Case,Country/Region,Province/State
Prince of Wales-Hyder,2021-07-19,188,US,Alaska
Radford,2021-06-12,2171,US,Virginia
San Juan,2020-03-23,1,US,Washington
Mahoning,2021-05-18,21828,US,Ohio
Ector,2020-11-16,6142,US,Texas
Nevada,2021-02-02,3696,US,California
Holmes,2020-02-09,0,US,Ohio
Wood,2022-01-09,15639,US,Wisconsin
Treasure,2020-05-27,0,US,Montana
Houston,2022-03-30,4509,US,Minnesota
Carter,2021-01-21,406,US,Missouri
Floyd,2021-12-18,12511,US,Indiana
Giles,2022-01-12,7136,US,Tennessee
Stevens,2021-08-23,2846,US,Washington
Pasco,2021-06-10,42986,US,Florida
Unassigned,2021-02-04,1074,US,New Jersey
Hempstead,2021-04-28,1992,US,Arkansas
Burnet,2021-03-12,4859,US,Texas
Perry,2020-08-06,116,US,Ohio
Claiborne,2022-04-12,3102,US,Louisiana
Dent,2021-09-05,1650,US,Missouri
Saunders,2020-04-14,6,US,Nebraska
Stutsman,2020-02-15,0,US,North Dakota
Webster,2021-07-18,4371,US,Louisiana
Knox,2021-05-21,5589,US,Illinois
Dinwiddie,2021-11-26,3459,US,Virginia
Jackson,2020-03-01,0,US,Tennessee
Kearney,2020-12-27,565,US,Nebraska
Hardee,2020-12-31,2110,US,Florida
Oswego,2022-02-01,23423,US,New York
Pottawattamie,2021-08-28,12196,US,Iowa
Hempstead,2021-12-14,3099,US,Arkansas
Linn,2021-06-05,1429,US,Missouri
Duplin,2021-06-09,6331,US,North Carolina
Habersham,2021-05-27,5078,US,Georgia
Park,2021-05-30,2820,US,Wyoming
Carteret,2020-12-17,2298,US,North Carolina
Wise,2020-06-09,37,US,Texas
Brown,2020-08-12,75,US,Indiana
Baylor,2020-04-23,0,US,Texas
Wilson,2022-02-07,40534,US,Tennessee
Clay,2021-02-26,1679,US,Arkansas
Pembina,2021-01-09,700,US,North Dakota
Franklin,2021-08-30,2810,US,Massachusetts
Faulkner,2020-02-17,0,US,Arkansas
Harrison,2020-10-23,5129,US,Mississippi
McLean,2020-05-06,16,US,Kentucky
Jefferson,2021-05-25,6280,US,Tennessee
Sierra,2021-01-20,52,US,California
Coamo,2022-02-14,4003,US,Puerto Rico
Butte,2021-02-25,198,US,Idaho
Douglas,2021-12-20,23246,US,Georgia
Fallon,2020-11-01,85,US,Montana
Dawson,2020-02-05,0,US,Nebraska
Montgomery,2020-03-27,3,US,North Carolina
Jeff Davis,2020-10-30,804,US,Georgia
Sumner,2020-03-11,0,US,Kansas
Crockett,2021-12-02,647,US,Texas
Clinton,2021-04-10,6502,US,Michigan
Umatilla,2021-12-20,15287,US,Oregon
Wheeler,2020-05-03,5,US,Georgia
Simpson,2021-01-26,2448,US,Mississippi
Barren,2022-02-26,12613,US,Kentucky
Roane,2020-03-10,0,US,Tennessee
Chickasaw,2020-06-11,15,US,Iowa
Broomfield,2020-12-13,2446,US,Colorado
Essex,2021-10-22,1234,US,Virginia
Furnas,2020-07-01,10,US,Nebraska
Hancock,2020-03-17,0,US,Georgia
Huntington,2021-04-08,3707,US,Indiana
Barnstable,2022-03-15,34621,US,Massachusetts
Gwinnett,2021-08-03,106738,US,Georgia
Osborne,2021-08-12,301,US,Kansas
Unassigned,2020-02-27,0,US,Nebraska
Montgomery,2021-06-14,3374,US,North Carolina
Bent,2021-06-15,1544,US,Colorado
Washington,2020-03-09,0,US,Kentucky
Whitley,2021-05-11,3961,US,Indiana
Holt,2022-01-06,1669,US,Nebraska
Morrow,2020-06-07,13,US,Oregon
Cass,2020-12-21,984,US,Iowa
Roosevelt,2021-05-31,2007,US,New Mexico
Poweshiek,2022-01-31,3179,US,Iowa
Jackson,2020-04-06,98,US,Mississippi
Owen,2022-01-25,5244,US,Indiana
Pointe Coupee,2020-03-10,0,US,Louisiana
Clinton,2022-01-21,8275,US,Indiana
Angelina,2020-03-23,0,US,Texas
Bullock,2021-06-05,1237,US,Alabama
Lac qui Parle,2020-07-10,4,US,Minnesota
Cherokee,2021-06-06,5641,US,Oklahoma
Kane,2020-11-14,0,US,Utah
Covington,2021-10-22,754,US,Virginia
Parmer,2021-05-08,1454,US,Texas
Baldwin,2021-04-02,4416,US,Georgia
Oconto,2021-12-02,8017,US,Wisconsin
Calhoun,2021-06-16,417,US,Arkansas
Hendricks,2020-05-09,951,US,Indiana
Clinton,2020-11-19,2784,US,Illinois
Greenup,2021-07-06,3739,US,Kentucky
Humboldt,2021-02-14,1109,US,Iowa
Prince William,2022-02-05,91920,US,Virginia
Charlotte,2022-02-04,33494,US,Florida
Lawrence,2021-11-12,2725,US,Kentucky
Sharp,2022-02-14,4507,US,Arkansas
Columbia,2022-02-27,14870,US,Pennsylvania
Archer,2021-01-23,757,US,Texas
Iberia,2020-08-08,2450,US,Louisiana
St. John the Baptist,2020-03-22,9,US,Louisiana
Lyon,2022-02-11,10458,US,Nevada
Calhoun,2022-02-27,1335,US,Georgia
Schuyler,2020-09-13,32,US,New York
Mifflin,2020-06-20,62,US,Pennsylvania
Storey,2021-05-24,110,US,Nevada
Grimes,2021-06-19,4444,US,Texas
Tillamook,2020-09-17,47,US,Oregon
Juncos,2021-08-20,2470,US,Puerto Rico
Milam,2020-11-11,358,US,Texas
Washakie,2022-02-27,2337,US,Wyoming
Darke,2020-04-30,76,US,Ohio
Franklin,2021-02-02,105457,US,Ohio
Lassen,2021-07-04,5418,US,California
Cuming,2021-06-22,1056,US,Nebraska
Surry,2021-05-03,421,US,Virginia
Kane,2022-02-02,119863,US,Illinois
Corson,2020-06-29,17,US,South Dakota
Out of ND,2021-07-21,0,US,North Dakota
Aransas,2021-03-05,1139,US,Texas
East Feliciana,2020-11-12,1816,US,Louisiana
Montezuma,2020-09-06,126,US,Colorado
Campbell,2021-10-08,8105,US,Wyoming
Terrebonne,2021-12-26,20224,US,Louisiana
Franklin City,2021-02-13,920,US,Virginia
Parker,2020-09-18,1697,US,Texas
Copiah,2020-10-05,1247,US,Mississippi
Kankakee,2022-01-22,26892,US,Illinois
Carroll,2020-04-03,0,US,Missouri
Tallapoosa,2020-12-10,2018,US,Alabama
Scott,2020-12-01,244,US,Illinois
Clay,2020-11-25,424,US,Kansas
Val Verde,2020-10-07,1310,US,Texas
Livingston,2021-06-15,2081,US,Missouri
Twiggs,2020-09-15,179,US,Georgia
Lincoln,2021-09-22,3766,US,Wisconsin
Henderson,2021-04-07,4532,US,Kentucky
Fulton,2020-11-12,415,US,Arkansas
Lincoln,2021-01-10,950,US,Oregon
Callaway,2021-01-09,4012,US,Missouri
Unassigned,2020-06-23,2,US,West Virginia
Unassigned,2022-03-25,0,US,North Dakota
Eagle,2022-01-02,11646,US,Colorado
Madison,2020-08-02,4863,US,Alabama
Butler,2021-04-25,2146,US,Alabama
Dougherty,2021-07-24,7828,US,Georgia
Forest,2020-04-18,7,US,Pennsylvania
Windham,2021-11-04,13552,US,Connecticut
Lincoln,2021-11-27,5024,US,Oklahoma
Llano,2021-05-20,1856,US,Texas
Dawson,2022-04-09,5265,US,Nebraska
Jefferson,2021-10-27,2482,US,Florida
Ponce,2021-09-05,4423,US,Puerto Rico
Hancock,2021-01-07,2083,US,West Virginia
Hampton,2021-12-31,3267,US,South Carolina
Laurens,2021-06-14,7536,US,South Carolina
Wirt,2022-02-22,1420,US,West Virginia
Lincoln,2020-12-08,185,US,Maine
Uvalde,2020-07-10,86,US,Texas
Morgan,2021-02-18,5977,US,Indiana
Jackson,2021-01-26,5558,US,Florida
Stafford,2022-02-13,1104,US,Kansas
Corozal,2020-10-02,288,US,Puerto Rico
Calhoun,2020-09-27,3498,US,Alabama
Grand,2020-05-05,0,US,Utah
Lewis and Clark,2020-12-20,4296,US,Montana
Natrona,2021-04-02,7821,US,Wyoming
Aroostook,2020-09-19,41,US,Maine
Del Norte,2020-02-29,0,US,California
Talbot,2020-02-22,0,US,Georgia
Murray,2021-09-19,2427,US,Oklahoma
Logan,2021-06-16,289,US,Kansas
Dade,2020-07-17,3,US,Missouri
Union,2020-05-10,63,US,Illinois
Patillas,2022-03-26,1838,US,Puerto Rico
Cherokee,2022-03-13,2955,US,Iowa
Canovanas,2021-07-25,2010,US,Puerto Rico
Guayama,2020-05-29,6,US,Puerto Rico
Geneva,2021-10-05,4506,US,Alabama
Dickens,2021-04-11,215,US,Texas
Wharton,2021-07-22,4360,US,Texas
Milwaukee,2021-09-05,132552,US,Wisconsin
Elk,2021-05-01,179,US,Kansas
Delta,2021-05-06,2681,US,Colorado
Chaffee,2022-02-04,4106,US,Colorado
Summit,2021-09-12,6208,US,Utah
Pushmataha,2020-08-28,125,US,Oklahoma
Jay,2021-07-24,2028,US,Indiana
Shoshone,2022-03-20,2712,US,Idaho
Lee,2020-06-12,670,US,Alabama
Deschutes,2020-03-28,20,US,Oregon
Sullivan,2021-01-27,256,US,Pennsylvania
Pawnee,2020-07-10,4,US,Kansas
Rutherford,2022-02-13,94096,US,Tennessee
Boone,2020-11-27,1736,US,Arkansas
Overton,2020-07-23,126,US,Tennessee
Cherokee,2020-04-10,7,US,Alabama
Tyler,2021-04-03,657,US,West Virginia
Watonwan,2020-04-20,4,US,Minnesota
Calhoun,2020-06-04,67,US,Mississippi
Jefferson,2020-09-20,177,US,Kansas
Giles,2021-11-28,6166,US,Tennessee
Camden,2020-01-23,0,US,North Carolina
Quitman,2020-05-19,8,US,Georgia
Out of NY,2022-01-31,0,US,New York
Irion,2022-03-31,439,US,Texas
Greensville,2021-08-20,1635,US,Virginia
Williamson,2021-05-16,7442,US,Illinois
Wolfe,2020-05-26,1,US,Kentucky
Gratiot,2021-07-01,4094,US,Michigan
Newton,2021-12-18,3986,US,Mississippi
Meigs,2021-06-05,1476,US,Ohio
Montgomery,2021-04-07,865,US,Georgia
Out of IN,2020-03-04,0,US,Indiana
Hernando,2020-02-13,0,US,Florida
Marion,2020-10-20,735,US,Tennessee
Hill,2020-03-29,1,US,Montana
Camp,2020-04-13,5,US,Texas
Cherry,2020-08-18,4,US,Nebraska
Monroe,2020-07-06,380,US,Florida
Butler,2020-05-03,14,US,Kansas
Hughes,2021-06-02,1242,US,Oklahoma
Manatee,2020-10-19,12584,US,Florida
Lyman,2021-12-12,850,US,South Dakota
Curry,2021-09-29,1713,US,Oregon
Chase,2021-03-04,245,US,Kansas
Kandiyohi,2022-02-26,13212,US,Minnesota
Unassigned,2021-09-18,0,US,North Dakota
Iberville,2022-01-06,6725,US,Louisiana
Polk,2020-05-12,5,US,Wisconsin
Fremont,2021-03-13,4942,US,Wyoming
Bowie,2021-05-30,7665,US,Texas
Taylor,2020-11-20,794,US,Kentucky
Wayne,2021-05-10,3994,US,Pennsylvania
Rock,2022-03-06,42290,US,Wisconsin
Kalamazoo,2022-01-14,47998,US,Michigan
Todd,2020-12-09,484,US,Kentucky
Shelby,2020-07-02,59,US,Ohio
Sedgwick,2021-07-04,58092,US,Kansas
Whitfield,2020-01-28,0,US,Georgia
Cherokee,2020-06-02,30,US,Oklahoma
Bath,2021-10-22,1569,US,Kentucky
Goodhue,2020-06-03,70,US,Minnesota
Clark,2020-03-10,1,US,Washington
Howard,2021-12-31,18457,US,Indiana
Noble,2020-10-12,1017,US,Indiana
Canadian,2021-10-08,22226,US,Oklahoma
Siskiyou,2020-01-22,0,US,California
Dauphin,2020-06-14,1624,US,Pennsylvania
Hamilton,2022-01-31,92470,US,Tennessee
Navarro,2020-12-27,3855,US,Texas
Sheridan,2021-12-19,850,US,Nebraska
Aguas Buenas,2022-02-27,3692,US,Puerto Rico
McLennan,2020-10-21,4919,US,Texas
Schuyler,2021-06-06,1064,US,New York
Throckmorton,2020-03-24,0,US,Texas
Terry,2021-01-10,640,US,Texas
Out of IN,2021-04-17,0,US,Indiana
Irwin,2020-01-22,0,US,Georgia
Traverse,2020-02-29,0,US,Minnesota
Edwards,2020-12-20,227,US,Kansas
Mayes,2021-07-15,4409,US,Oklahoma
Cameron,2020-02-02,0,US,Louisiana
Delaware,2020-03-31,42,US,Ohio
Orocovis,2021-12-04,1031,US,Puerto Rico
Elmore,2021-07-13,10395,US,Alabama
Worth,2021-09-07,204,US,Missouri
Cotton,2020-01-28,0,US,Oklahoma
Culberson,2021-04-09,331,US,Texas
Milwaukee,2020-06-21,10267,US,Wisconsin
Charleston,2020-02-24,0,US,South Carolina
Grand,2020-04-23,5,US,Colorado
Monongalia,2021-05-29,9326,US,West Virginia
Clark,2020-04-10,206,US,Washington
Rosebud,2021-07-26,1241,US,Montana
Poweshiek,2021-01-04,1228,US,Iowa
Kearny,2020-05-27,44,US,Kansas
Jones,2022-01-19,1801,US,North Carolina
Dewey,2021-04-18,1449,US,South Dakota
Smith,2021-03-03,264,US,Kansas
Briscoe,2022-01-25,415,US,Texas
Rensselaer,2020-03-31,54,US,New York
Green,2022-03-21,9053,US,Wisconsin
Titus,2020-11-27,1722,US,Texas
Yuma,2021-10-25,1228,US,Colorado
Kay,2021-06-12,5342,US,Oklahoma
Christian,2021-01-11,4937,US,Kentucky
Crawford,2021-09-10,993,US,Georgia
Linn,2022-02-07,49433,US,Iowa
Hansford,2020-12-07,583,US,Texas
Boone,2021-07-15,6877,US,Illinois
Bent,2022-01-10,1979,US,Colorado
Perquimans,2021-09-06,1218,US,North Carolina
Pike,2020-12-10,471,US,Arkansas
Unassigned,2020-03-14,9,US,Arkansas
Lake,2020-11-09,755,US,California
Bath,2020-06-23,0,US,Virginia
Lewis,2021-09-22,2147,US,Kentucky
Richland,2020-11-13,835,US,North Dakota
Renville,2022-01-11,474,US,North Dakota
Washburn,2020-11-09,346,US,Wisconsin
Yamhill,2020-05-17,57,US,Oregon
Marion,2022-04-04,8116,US,Alabama
Miner,2020-03-12,0,US,South Dakota
Polk,2022-03-28,3849,US,North Carolina
Haakon,2021-12-12,345,US,South Dakota
Patrick,2020-08-01,111,US,Virginia
Seminole,2020-03-14,0,US,Oklahoma
Logan,2021-10-08,4937,US,Kentucky
Rock Island,2020-07-24,1431,US,Illinois
Out of NC,2021-07-25,0,US,North Carolina
Clackamas,2021-12-10,33553,US,Oregon
Nelson,2021-03-13,837,US,Virginia
Union,2021-11-07,5833,US,Arkansas
Tyrrell,2020-01-27,0,US,North Carolina
Humboldt,2021-06-21,4519,US,California
Ida,2021-01-04,711,US,Iowa
Houghton,2020-07-19,33,US,Michigan
Pondera,2021-02-19,455,US,Montana
Osceola,2022-04-02,113945,US,Florida
Noble,2021-10-29,8180,US,Indiana
Ward,2020-08-13,110,US,Texas
Perkins,2020-07-02,0,US,Nebraska
Duval,2022-02-10,244427,US,Florida
Columbia,2021-05-07,16858,US,Georgia
Troup,2020-05-28,283,US,Georgia
Blue Earth,2020-03-15,0,US,Minnesota
Polk,2020-08-25,254,US,North Carolina
Vernon,2021-05-11,3086,US,Louisiana
Miller,2021-10-18,3974,US,Missouri
Utuado,2021-12-27,1296,US,Puerto Rico
Boone,2021-05-31,2677,US,Iowa
Cherokee,2021-12-25,4001,US,Kansas
Kanawha,2020-11-06,4029,US,West Virginia
McLennan,2020-04-17,40,US,Texas
Cleburne,2020-10-19,433,US,Arkansas
Clark,2021-01-22,205926,US,Nevada
Nance,2021-05-22,414,US,Nebraska
Knox,2022-04-07,1677,US,Nebraska
Chesterfield,2020-03-20,0,US,South Carolina
Jackson,2022-01-10,2341,US,Tennessee
Starr,2021-10-09,11905,US,Texas
Rush,2020-05-07,37,US,Indiana
Pulaski,2020-12-09,2085,US,Kentucky
Baca,2021-11-26,559,US,Colorado
Elbert,2020-10-21,754,US,Georgia
Montcalm,2020-02-21,0,US,Michigan
Grundy,2020-08-03,282,US,Illinois
Cheboygan,2021-04-06,1372,US,Michigan
Polk,2022-02-01,11333,US,Georgia
Cowley,2022-03-21,10095,US,Kansas
Bryan,2020-12-11,1618,US,Georgia
Baylor,2021-04-14,277,US,Texas
Lincoln,2021-07-19,4832,US,Louisiana
Wilbarger,2021-02-02,1837,US,Texas
Dubuque,2021-10-03,15013,US,Iowa
Sioux,2020-08-23,100,US,North Dakota
Yolo,2020-05-24,192,US,California
Berkeley,2021-02-18,14290,US,South Carolina
Washington,2021-11-16,45168,US,Arkansas
Quebradillas,2021-02-03,553,US,Puerto Rico
Multnomah,2021-04-18,34937,US,Oregon
Sandusky,2020-11-26,1577,US,Ohio
Out of KS,2020-07-13,0,US,Kansas
Northumberland,2022-01-19,19999,US,Pennsylvania
Pontotoc,2022-01-06,7762,US,Mississippi
Story,2020-08-08,1160,US,Iowa
Pottawatomie,2021-09-15,10500,US,Oklahoma
Stark,2021-01-07,4119,US,North Dakota
Mitchell,2021-04-23,1254,US,Iowa
Wabasha,2020-08-01,78,US,Minnesota
Ziebach,2020-05-08,1,US,South Dakota
Pike,2021-12-19,6004,US,Mississippi
Oceana,2020-03-15,0,US,Michigan
Crane,2022-02-16,1257,US,Texas
Cumberland,2020-10-15,113,US,Kentucky
Runnels,2022-01-08,1838,US,Texas
Metcalfe,2020-07-03,11,US,Kentucky
Barren,2022-03-10,12786,US,Kentucky
Hutchinson,2021-08-02,3558,US,Texas
Preble,2022-01-19,8145,US,Ohio
Saline,2020-04-08,0,US,Nebraska
Van Zandt,2021-04-08,3538,US,Texas
East Carroll,2020-03-11,0,US,Louisiana
Nassau,2020-03-17,140,US,New York
Noble,2022-01-26,3017,US,Ohio
Skagway,2020-12-13,14,US,Alaska
Oconee,2021-01-19,3023,US,Georgia
McCracken,2020-08-17,409,US,Kentucky
Iosco,2021-08-10,2061,US,Michigan
Tuscola,2020-07-12,247,US,Michigan
Falls Church,2020-03-17,0,US,Virginia
Colbert,2021-09-03,7828,US,Alabama
McKenzie,2021-04-12,1215,US,North Dakota
Orocovis,2020-02-22,0,US,Puerto Rico
Marion,2021-02-21,18183,US,Oregon
Washington,2021-07-25,5516,US,Mississippi
Taliaferro,2021-09-24,165,US,Georgia
Midland,2020-05-01,89,US,Michigan
Montgomery,2021-11-18,6808,US,New York
Knox,2021-03-23,3591,US,Indiana
Chatham,2021-08-24,5580,US,North Carolina
St. James,2022-01-01,3844,US,Louisiana
Adams,2022-04-10,818,US,Iowa
Tattnall,2021-02-08,2079,US,Georgia
Wilkinson,2021-07-08,702,US,Mississippi
Porter,2021-05-28,19174,US,Indiana
Prince William,2022-03-17,94173,US,Virginia
Utah,2021-07-16,100521,US,Utah
Baltimore,2020-12-06,31416,US,Maryland
Grand Traverse,2020-09-10,413,US,Michigan
Coleman,2022-03-24,1621,US,Texas
Morris,2021-06-25,591,US,Kansas
Harrisonburg,2022-03-31,13213,US,Virginia
Calhoun,2020-11-15,157,US,Illinois
Albemarle,2021-11-05,8157,US,Virginia
Tuscarawas,2021-01-21,7280,US,Ohio
Houston,2022-03-26,25010,US,Alabama
Jackson,2020-09-22,310,US,Iowa
Lafayette,2020-08-27,66,US,Arkansas
Seminole,2020-03-07,0,US,Georgia
Lanier,2020-06-09,34,US,Georgia
Hamblen,2021-10-20,12943,US,Tennessee
Macon,2020-08-16,189,US,Georgia
Valencia,2020-08-07,404,US,New Mexico
Glenn,2020-06-03,16,US,California
Gove,2020-11-19,260,US,Kansas
Butte,2020-10-07,144,US,South Dakota
Chowan,2020-03-25,0,US,North Carolina
Ellis,2022-01-31,46209,US,Texas
Stokes,2021-01-09,2395,US,North Carolina
Pinal,2021-03-04,46630,US,Arizona
Kern,2021-07-05,111111,US,California
Utuado,2022-02-23,3019,US,Puerto Rico
Lamb,2020-03-28,1,US,Texas
Randolph,2022-03-11,10403,US,Illinois
Spotsylvania,2020-03-30,6,US,Virginia
Oakland,2022-03-06,282733,US,Michigan
Chilton,2022-01-01,7424,US,Alabama
Transylvania,2021-11-07,3913,US,North Carolina
Bulloch,2020-09-29,2885,US,Georgia
Sequoyah,2020-10-15,1083,US,Oklahoma
Mason,2020-02-10,0,US,Kentucky
Hawaii,2021-07-16,3425,US,Hawaii
Summit,2022-02-13,9420,US,Colorado
Spencer,2022-04-08,5311,US,Kentucky
Sharkey,2021-02-14,487,US,Mississippi
Cerro Gordo,2020-08-23,715,US,Iowa
Missoula,2020-12-11,5541,US,Montana
Pontotoc,2021-06-13,5164,US,Oklahoma
Wayne,2021-12-09,0,US,Utah
Forest,2021-08-04,1067,US,Wisconsin
Waldo,2021-07-19,1068,US,Maine
Marion,2020-04-23,4,US,Missouri
Polk,2020-06-20,5430,US,Iowa
Phelps,2022-03-05,2318,US,Nebraska
Caguas,2022-02-17,19675,US,Puerto Rico
Greenville,2021-01-19,49626,US,South Carolina
Staunton,2020-02-12,0,US,Virginia
Johnson,2020-04-24,26,US,Arkansas
St. Charles,2021-10-26,55901,US,Missouri
Coweta,2021-04-23,13889,US,Georgia
New Hanover,2021-07-14,19659,US,North Carolina
Erie,2021-04-06,18992,US,Pennsylvania
Juab,2020-09-14,0,US,Utah
Out of MO,2020-10-30,0,US,Missouri
Dinwiddie,2021-09-17,2726,US,Virginia
Brookings,2020-03-09,0,US,South Dakota
Towns,2021-07-07,1278,US,Georgia
Bosque,2020-05-21,6,US,Texas
Beaver,2020-03-27,0,US,Utah
Henderson,2022-02-07,12891,US,Kentucky
McPherson,2022-04-10,7800,US,Kansas
Sullivan,2021-08-20,19675,US,Tennessee
Whitfield,2020-12-19,10389,US,Georgia
Northampton,2020-10-12,507,US,North Carolina
Anchorage,2020-12-24,22223,US,Alaska
Clay,2020-07-27,22,US,Texas
Fayette,2020-01-30,0,US,Georgia
Logan,2021-04-20,292,US,Kansas
Genesee,2021-04-12,34423,US,Michigan
Westmoreland,2021-08-20,1378,US,Virginia
Lincoln,2020-02-04,0,US,Oregon
Franklin,2022-02-08,4265,US,Indiana
Muscatine,2021-07-25,4920,US,Iowa
Anne Arundel,2020-10-24,11645,US,Maryland
Union,2020-07-18,140,US,Ohio
Marshall,2021-10-08,18157,US,Alabama
St. Clair,2020-08-31,1854,US,Alabama
Livingston,2020-06-06,5,US,Missouri
Clarke,2020-06-04,156,US,Mississippi
Franklin,2021-01-28,740,US,Maine
Langlade,2020-11-26,1587,US,Wisconsin
Beaverhead,2020-09-03,71,US,Montana
Lemhi,2020-11-17,400,US,Idaho
Robeson,2021-04-04,15715,US,North Carolina
Llano,2020-08-28,86,US,Texas
Bayamon,2022-01-19,28062,US,Puerto Rico
Daviess,2020-03-21,0,US,Indiana
Ocean,2021-12-06,103669,US,New Jersey
Person,2020-05-08,30,US,North Carolina
Attala,2021-08-22,2759,US,Mississippi
Liberty,2021-10-31,1828,US,Florida
Bureau,2020-02-14,0,US,Illinois
Clearfield,2021-11-15,12040,US,Pennsylvania
Sebastian,2021-10-04,21683,US,Arkansas
Washington,2020-11-22,422,US,New York
Clinton,2021-03-14,2936,US,Pennsylvania
Frederick,2020-02-17,0,US,Virginia
Columbia,2021-04-19,16557,US,Georgia
Taylor,2022-02-13,4172,US,West Virginia
Lincoln,2020-11-25,2465,US,Louisiana
Charlottesville,2021-10-12,5216,US,Virginia
Throckmorton,2020-07-04,3,US,Texas
Gillespie,2021-02-15,2490,US,Texas
Lake,2022-03-23,2062,US,Minnesota
Rock,2021-10-16,126,US,Nebraska
Warrick,2022-04-15,20267,US,Indiana
Otero,2020-09-03,227,US,New Mexico
Pocahontas,2020-03-03,0,US,West Virginia
Saline,2020-06-30,9,US,Illinois
Alleghany,2021-12-28,2483,US,Virginia
Johnson,2021-12-29,92698,US,Kansas
Champaign,2020-03-11,0,US,Illinois
Frio,2021-02-24,2532,US,Texas
Bedford,2020-06-02,62,US,Virginia
Calloway,2020-08-16,289,US,Kentucky
Bacon,2021-01-25,1260,US,Georgia
Middlesex,2020-02-18,0,US,Massachusetts
Washington,2022-03-26,12213,US,Louisiana
Jefferson,2020-11-25,8197,US,Texas
Out of WV,2022-02-22,0,US,West Virginia
Meeker,2020-12-27,1856,US,Minnesota
Scott,2020-09-05,2363,US,Iowa
Fredericksburg,2021-12-03,3208,US,Virginia
Garza,2020-07-09,17,US,Texas
Liberty,2020-01-30,0,US,Texas
Campbell,2021-09-11,5565,US,Tennessee
Preble,2020-11-03,828,US,Ohio
Falls Church,2021-10-11,530,US,Virginia
Frontier,2020-09-24,7,US,Nebraska
Burke,2021-10-11,290,US,North Dakota
Geary,2020-04-29,11,US,Kansas
Dade,2020-04-07,0,US,Missouri
Chambers,2021-08-10,4918,US,Texas
Fayette,2020-07-12,1834,US,Kentucky
Harding,2022-03-01,77,US,New Mexico
Walla Walla,2021-08-17,6555,US,Washington
Martin,2022-01-12,4436,US,Minnesota
Cambria,2020-09-11,549,US,Pennsylvania
Stephens,2022-01-24,1682,US,Texas
Pawnee,2020-08-12,8,US,Kansas
Fauquier,2020-02-14,0,US,Virginia
Greene,2021-01-21,2268,US,Pennsylvania
Bennett,2020-02-13,0,US,South Dakota
Franklin,2020-12-22,2129,US,Virginia
Woodford,2021-02-18,1946,US,Kentucky
Mason,2020-09-20,90,US,Texas
Iron,2020-10-31,0,US,Utah
Newton,2021-11-15,1187,US,Arkansas
Norton,2021-10-03,498,US,Virginia
Ashley,2020-02-24,0,US,Arkansas
Monroe,2022-02-26,5252,US,Alabama
Santa Fe,2021-08-23,11426,US,New Mexico
Reno,2020-04-06,10,US,Kansas
Kerr,2021-03-03,4293,US,Texas
Kanabec,2021-05-21,1455,US,Minnesota
Deschutes,2021-03-05,6016,US,Oregon
Barber,2021-03-30,369,US,Kansas
Pine,2020-05-02,58,US,Minnesota
Grayson,2020-04-09,0,US,Virginia
Rio Grande,2021-07-18,2177,US,Puerto Rico
Burke,2022-01-24,20866,US,North Carolina
Mercer,2020-10-20,324,US,Kentucky
Delta,2021-07-14,990,US,Texas
Limestone,2022-01-15,4383,US,Texas
Crow Wing,2021-04-21,6242,US,Minnesota
Carroll,2021-10-05,2797,US,Ohio
Union,2021-10-22,36006,US,North Carolina
Washington,2021-01-31,1167,US,Kentucky
Grand,2021-04-25,0,US,Utah
Morgan,2020-12-16,482,US,West Virginia
Campbell,2020-10-28,74,US,South Dakota
Juneau,2021-01-13,1088,US,Alaska
Griggs,2021-01-20,303,US,North Dakota
Prince George,2020-05-22,56,US,Virginia
Ray,2020-06-05,23,US,Missouri
Hart,2020-12-25,1420,US,Georgia
Cumberland,2020-05-19,5,US,Kentucky
Gordon,2022-03-04,15644,US,Georgia
Kiowa,2021-05-07,239,US,Kansas
Jack,2020-03-19,0,US,Texas
DeKalb,2021-09-16,11496,US,Illinois
Schleicher,2021-04-25,186,US,Texas
Trempealeau,2021-08-21,3854,US,Wisconsin
