Admin2,Date,Case,Country/Region,Province/State
Concordia,2020-04-24,28,US,Louisiana
Kearny,2020-02-27,0,US,Kansas
Rosebud,2021-10-29,1669,US,Montana
Mitchell,2022-01-16,2698,US,North Carolina
Wabasha,2021-09-29,2571,US,Minnesota
Boone,2022-04-04,13790,US,Illinois
Obion,2021-08-21,5135,US,Tennessee
Strafford,2021-01-05,3899,US,New Hampshire
Unassigned,2021-02-13,0,US,Wisconsin
Gregg,2022-02-17,22885,US,Texas
Pueblo,2020-05-19,219,US,Colorado
Pope,2020-03-28,1,US,Arkansas
Out of IL,2021-04-25,4,US,Illinois
Dakota,2020-02-11,0,US,Nebraska
Jefferson,2020-03-06,0,US,Wisconsin
Rush,2021-03-17,428,US,Kansas
Whitley,2020-09-18,244,US,Indiana
Central Utah,2021-11-07,13983,US,Utah
Braxton,2021-11-11,2250,US,West Virginia
Out of PR,2021-11-27,434,US,Puerto Rico
Coryell,2021-08-14,9694,US,Texas
Lee,2021-01-25,2056,US,Virginia
Crawford,2020-09-05,149,US,Illinois
Nemaha,2021-07-30,1579,US,Kansas
Out of NE,2020-03-19,0,US,Nebraska
Stoddard,2020-12-31,2015,US,Missouri
Shelby,2020-11-23,1745,US,Indiana
Gladwin,2021-01-07,1270,US,Michigan
McDowell,2020-04-20,6,US,West Virginia
Huron,2020-12-02,873,US,Michigan
Howard,2020-01-30,0,US,Maryland
Crook,2020-05-23,5,US,Wyoming
Ada,2021-11-26,85044,US,Idaho
Essex,2020-02-29,0,US,Massachusetts
Clay,2022-03-24,7843,US,Kentucky
Waseca,2021-10-26,3318,US,Minnesota
Brooks,2020-10-12,532,US,Georgia
Mercer,2021-01-19,156,US,Missouri
Polk,2020-12-10,329,US,Nebraska
Kendall,2020-10-06,2136,US,Illinois
Davison,2021-04-11,3154,US,South Dakota
Greene,2021-12-14,4912,US,Indiana
Hitchcock,2020-04-11,0,US,Nebraska
Kossuth,2021-05-28,2159,US,Iowa
Walker,2020-05-22,94,US,Georgia
Knox,2021-07-20,3862,US,Indiana
Charles,2020-03-15,1,US,Maryland
Waukesha,2020-11-10,17722,US,Wisconsin
Unassigned,2021-11-23,583,US,Louisiana
Troup,2021-08-02,8135,US,Georgia
Big Horn,2020-09-02,46,US,Wyoming
Stone,2021-04-17,1797,US,Mississippi
Kanawha,2020-09-27,2651,US,West Virginia
Juneau,2022-01-10,5939,US,Wisconsin
Yakima,2020-10-15,11987,US,Washington
Ransom,2020-03-13,0,US,North Dakota
Sangamon,2021-03-08,16306,US,Illinois
Kankakee,2022-04-10,28827,US,Illinois
Washakie,2020-07-03,39,US,Wyoming
Haralson,2021-10-05,3708,US,Georgia
Wirt,2020-08-08,6,US,West Virginia
Isle of Wight,2020-05-07,103,US,Virginia
Lake,2021-11-10,82659,US,Illinois
Martin,2020-03-04,0,US,North Carolina
Comerio,2021-12-24,994,US,Puerto Rico
Decatur,2020-12-01,1605,US,Georgia
Hood River,2020-11-22,361,US,Oregon
Phelps,2021-06-13,3918,US,Missouri
DeWitt,2020-06-03,14,US,Texas
Fannin,2020-05-19,11,US,Texas
Thurston,2021-12-15,1139,US,Nebraska
Harrison,2020-09-04,503,US,Indiana
Steuben,2022-03-19,9610,US,Indiana
Clark,2021-07-11,3707,US,Wisconsin
Nemaha,2021-07-26,1560,US,Kansas
Rabun,2021-03-21,1597,US,Georgia
Lewis,2022-02-17,4331,US,Kentucky
Arthur,2021-05-24,22,US,Nebraska
Clinton,2021-08-07,4680,US,Indiana
Ralls,2022-03-09,2441,US,Missouri
Monroe,2020-07-29,833,US,Michigan
Los Angeles,2021-12-05,1536351,US,California
Taylor,2020-09-25,167,US,Wisconsin
Duval,2020-07-21,105,US,Texas
Talbot,2020-09-29,166,US,Georgia
Schuyler,2022-03-27,1949,US,Illinois
Fayette,2020-07-23,68,US,Iowa
Allen,2021-05-20,2089,US,Kentucky
San Francisco,2020-11-21,14538,US,California
Morgan,2020-07-24,16,US,Ohio
Franklin,2021-05-28,4273,US,Alabama
Tipton,2021-05-14,1630,US,Indiana
Gasconade,2020-06-11,2,US,Missouri
McHenry,2020-07-22,12,US,North Dakota
Isabella,2020-05-02,76,US,Michigan
McPherson,2021-12-04,359,US,South Dakota
Floyd,2020-02-13,0,US,Indiana
Unassigned,2021-11-13,0,US,Nevada
Haralson,2020-06-02,47,US,Georgia
Copiah,2020-03-31,9,US,Mississippi
Burleson,2021-07-27,2955,US,Texas
Stillwater,2021-07-18,759,US,Montana
Sullivan,2021-06-20,441,US,Pennsylvania
Grant,2021-08-06,1057,US,South Dakota
Unassigned,2020-09-14,0,US,Montana
Swain,2020-06-14,38,US,North Carolina
Riverside,2020-04-15,1737,US,California
Franklin,2020-09-26,1767,US,Alabama
Manassas,2020-12-13,2572,US,Virginia
Putnam,2020-02-21,0,US,New York
Unassigned,2022-01-10,3063,US,Nebraska
Todd,2021-12-18,1907,US,South Dakota
Waushara,2020-05-22,7,US,Wisconsin
Minidoka,2020-12-10,1858,US,Idaho
Sherman,2021-12-14,417,US,Texas
Boone,2021-06-20,2686,US,Iowa
McDonough,2021-04-11,2514,US,Illinois
Morgan,2020-08-26,41,US,Kentucky
Stephens,2020-06-07,144,US,Georgia
Garrard,2021-10-27,2793,US,Kentucky
Bryan,2021-12-21,6420,US,Georgia
Mercer,2022-03-22,23262,US,Pennsylvania
Union,2020-04-21,82,US,Louisiana
Willacy,2020-10-06,1230,US,Texas
DeKalb,2020-05-24,319,US,Illinois
Dillingham,2020-03-13,0,US,Alaska
Josephine,2020-04-08,16,US,Oregon
Oldham,2021-01-09,219,US,Texas
Audrain,2021-05-11,2704,US,Missouri
Powell,2020-06-30,6,US,Kentucky
Clark,2021-06-18,255515,US,Nevada
Crawford,2020-11-27,1783,US,Pennsylvania
Calhoun,2021-09-19,1683,US,Iowa
Coles,2021-03-28,5407,US,Illinois
Chaves,2021-03-19,8704,US,New Mexico
Benzie,2020-12-23,631,US,Michigan
White,2022-03-18,6761,US,Georgia
White,2021-06-20,8265,US,Arkansas
Morgan,2021-02-02,5721,US,Indiana
Ottawa,2020-05-05,34,US,Oklahoma
Hubbard,2020-06-02,3,US,Minnesota
Black Hawk,2020-06-16,1838,US,Iowa
Franklin,2021-12-13,1275,US,Mississippi
Chaves,2021-02-06,8336,US,New Mexico
Ontonagon,2021-04-05,433,US,Michigan
Greene,2021-01-04,1491,US,New York
Cameron,2021-03-20,556,US,Louisiana
Moffat,2021-08-28,1270,US,Colorado
Warren,2020-08-24,660,US,Iowa
Hamilton,2021-06-19,313,US,New York
Nevada,2021-02-22,767,US,Arkansas
Ravalli,2021-06-04,3187,US,Montana
Woodford,2022-03-31,10349,US,Illinois
Beaver,2021-06-08,0,US,Utah
Montgomery,2021-11-24,89964,US,Texas
Harrison,2020-05-01,16,US,Iowa
Ralls,2020-04-20,1,US,Missouri
Charleston,2020-01-23,0,US,South Carolina
Newaygo,2021-09-19,5368,US,Michigan
Montgomery,2021-07-06,71251,US,Maryland
Carlton,2021-11-28,5294,US,Minnesota
Lincoln,2022-01-10,12938,US,South Dakota
Gallia,2020-02-11,0,US,Ohio
Thayer,2022-02-05,1040,US,Nebraska
Meigs,2021-05-21,1410,US,Tennessee
Stark,2020-07-18,1341,US,Ohio
Kusilvak,2020-06-13,0,US,Alaska
Kings,2021-08-27,303843,US,New York
Santa Fe,2020-11-03,2058,US,New Mexico
Logan,2022-03-07,148,US,Nebraska
Brooks,2021-11-19,1154,US,Texas
Lassen,2021-01-16,4883,US,California
Buchanan,2021-08-30,1820,US,Virginia
Goshen,2022-04-06,3634,US,Wyoming
Cache,2020-05-06,0,US,Utah
Geauga,2020-11-13,1411,US,Ohio
Lancaster,2020-06-30,1723,US,Nebraska
Rusk,2021-03-06,4067,US,Texas
Faulk,2020-12-12,297,US,South Dakota
Coffey,2021-05-20,737,US,Kansas
Marshall,2021-10-09,6311,US,Mississippi
Ramsey,2022-03-13,122914,US,Minnesota
Muskogee,2020-10-22,2255,US,Oklahoma
Sully,2021-01-11,122,US,South Dakota
Morris,2021-09-27,739,US,Kansas
Madison,2021-10-23,2748,US,North Carolina
Sarpy,2020-07-17,1489,US,Nebraska
Scurry,2020-12-16,1468,US,Texas
Yancey,2020-06-16,29,US,North Carolina
Orange,2020-06-08,409,US,North Carolina
Douglas,2020-11-18,5158,US,Georgia
Harding,2021-03-12,8,US,New Mexico
Buena Vista,2021-03-02,4119,US,Iowa
Turner,2021-01-10,998,US,South Dakota
Fairfield,2022-02-13,5793,US,South Carolina
Fairfax City,2020-06-16,67,US,Virginia
New Haven,2020-11-08,19154,US,Connecticut
Bergen,2020-10-25,25447,US,New Jersey
Williams,2021-11-28,6243,US,Ohio
Eaton,2020-07-09,348,US,Michigan
Dallas,2021-09-13,1093,US,Arkansas
Pickens,2020-02-13,0,US,South Carolina
Butler,2021-10-26,51809,US,Ohio
Hooker,2022-01-29,107,US,Nebraska
Yolo,2020-01-28,0,US,California
Walton,2020-12-01,3715,US,Florida
Sedgwick,2021-09-25,75199,US,Kansas
Polk,2021-09-19,2942,US,Tennessee
Grant,2021-11-22,1082,US,Oregon
Cherry,2021-08-07,301,US,Nebraska
Marquette,2020-03-05,0,US,Wisconsin
Lawrence,2020-02-11,0,US,Missouri
Unassigned,2021-12-11,109,US,Colorado
Perkins,2020-08-03,17,US,Nebraska
Thomas,2021-10-20,67,US,Nebraska
Colquitt,2022-03-29,11042,US,Georgia
Okmulgee,2022-02-27,9608,US,Oklahoma
Lauderdale,2020-12-23,5859,US,Alabama
Hancock,2021-05-31,8455,US,Indiana
Geneva,2020-12-05,1305,US,Alabama
Portage,2020-09-13,920,US,Wisconsin
Franklin,2020-04-08,2,US,Florida
Clarke,2020-07-03,205,US,Mississippi
Kent,2020-11-05,18152,US,Michigan
Grant,2020-09-07,2522,US,Washington
Carter,2022-03-22,250,US,Montana
Bethel,2021-12-24,6918,US,Alaska
Greenup,2020-03-25,0,US,Kentucky
Howell,2021-12-04,6208,US,Missouri
Hayes,2020-07-14,0,US,Nebraska
Jackson,2021-04-21,1894,US,Louisiana
Manatee,2020-02-26,0,US,Florida
Gallatin,2021-08-27,910,US,Kentucky
Unassigned,2020-06-11,5,US,Michigan
Jefferson Davis,2021-10-04,4626,US,Louisiana
Stoddard,2020-09-25,490,US,Missouri
Oneida,2020-12-28,11188,US,New York
Anderson,2022-02-12,2049,US,Kansas
Roane,2020-03-25,1,US,Tennessee
Elkhart,2021-01-21,24291,US,Indiana
Fulton,2020-12-02,527,US,New York
Rowan,2021-11-09,3818,US,Kentucky
Creek,2020-11-06,1761,US,Oklahoma
Carson,2020-09-24,40,US,Texas
Hughes,2021-05-12,2497,US,South Dakota
Franklin,2020-11-14,184,US,New York
McIntosh,2021-06-13,350,US,North Dakota
Sibley,2020-02-09,0,US,Minnesota
Webster,2022-01-23,2683,US,Mississippi
Schoolcraft,2021-05-21,420,US,Michigan
Brantley,2020-06-03,59,US,Georgia
Sumter,2021-05-11,9364,US,Florida
St. Tammany,2022-02-05,66502,US,Louisiana
Marathon,2022-01-17,33949,US,Wisconsin
Buffalo,2022-03-04,3413,US,Wisconsin
Butts,2020-04-30,141,US,Georgia
Cedar,2021-12-12,1952,US,Missouri
Lawrence,2022-01-02,11859,US,Ohio
Monroe,2020-11-20,2217,US,Wisconsin
Unassigned,2020-06-19,113,US,Florida
Vanderburgh,2022-02-18,56678,US,Indiana
Lemhi,2020-12-27,456,US,Idaho
Trigg,2020-02-08,0,US,Kentucky
Peoria,2021-10-27,27092,US,Illinois
Bryan,2020-07-30,518,US,Georgia
Newton,2021-02-28,495,US,Texas
Benzie,2020-03-20,0,US,Michigan
Horry,2021-06-28,39684,US,South Carolina
Runnels,2020-08-28,175,US,Texas
Eddy,2020-09-16,59,US,North Dakota
Colbert,2021-11-17,9254,US,Alabama
Collingsworth,2020-07-27,5,US,Texas
Richland,2021-12-06,1968,US,Montana
Perry,2021-02-19,2999,US,Illinois
Irion,2020-09-01,15,US,Texas
Windsor,2021-06-15,1504,US,Vermont
Mercer,2022-01-30,629,US,Missouri
Los Angeles,2021-05-11,1235999,US,California
Grant,2020-02-05,0,US,Oregon
Guanica,2020-07-14,22,US,Puerto Rico
Unassigned,2020-03-19,0,US,Nebraska
Emanuel,2021-08-06,2857,US,Georgia
Warren,2020-09-12,397,US,Missouri
Trumbull,2020-08-02,1421,US,Ohio
Trumbull,2021-01-25,12920,US,Ohio
Amador,2021-11-10,5667,US,California
Jefferson,2020-04-13,49,US,West Virginia
Laramie,2022-04-16,26126,US,Wyoming
Sitka,2021-10-31,1197,US,Alaska
Naranjito,2021-09-17,1869,US,Puerto Rico
Windsor,2022-03-01,7385,US,Vermont
Out of NC,2020-04-18,0,US,North Carolina
Cass,2020-12-14,1427,US,Nebraska
Union,2020-12-29,2716,US,Pennsylvania
Bear River,2020-11-03,5721,US,Utah
Ohio,2020-05-01,49,US,Kentucky
Henderson,2021-03-20,4459,US,Texas
Archer,2021-09-17,1061,US,Texas
Buena Vista,2022-03-03,6419,US,Iowa
Colbert,2021-06-17,6414,US,Alabama
Socorro,2021-06-29,1328,US,New Mexico
Eau Claire,2022-01-22,26588,US,Wisconsin
Caroline,2022-01-16,5678,US,Virginia
Kansas City,2020-11-28,22969,US,Missouri
Perry,2021-08-03,1361,US,Mississippi
Lenawee,2020-06-23,198,US,Michigan
Juneau,2021-06-11,1484,US,Alaska
Greene,2021-12-16,2258,US,Mississippi
Limestone,2021-06-21,10188,US,Alabama
Calhoun,2021-03-19,1315,US,Iowa
Ogemaw,2021-06-26,1743,US,Michigan
Ottawa,2021-06-28,3737,US,Ohio
Tattnall,2020-05-19,13,US,Georgia
Buffalo,2022-03-14,3433,US,Wisconsin
Waller,2020-07-24,380,US,Texas
Meade,2021-03-24,1909,US,Kentucky
Jackson,2021-01-14,1021,US,Kentucky
Pawnee,2022-04-13,4100,US,Oklahoma
Niobrara,2021-03-09,150,US,Wyoming
Cloud,2022-02-27,2208,US,Kansas
Lucas,2020-11-05,9676,US,Ohio
Franklin,2021-05-03,1316,US,Florida
Izard,2022-02-02,3732,US,Arkansas
Lake,2021-12-15,7138,US,California
Henry,2021-01-15,2626,US,Iowa
Butler,2020-12-13,1152,US,Iowa
Upshur,2020-04-01,1,US,West Virginia
Audubon,2021-12-17,816,US,Iowa
Whitley,2020-02-12,0,US,Kentucky
Pierce,2021-08-08,5051,US,Wisconsin
Hamlin,2022-02-22,1485,US,South Dakota
Carroll,2021-06-09,11507,US,Georgia
Nance,2020-08-08,8,US,Nebraska
Poweshiek,2021-08-13,1614,US,Iowa
Harrison,2021-05-10,1695,US,Kentucky
Live Oak,2021-03-22,1081,US,Texas
Turner,2021-04-20,989,US,Georgia
St. Mary,2020-09-30,1934,US,Louisiana
Vance,2021-02-23,4205,US,North Carolina
Bell,2022-02-10,65242,US,Texas
Washington,2021-01-29,615,US,Maine
Clearfield,2021-05-14,8482,US,Pennsylvania
Santa Barbara,2021-08-17,38865,US,California
Logan,2021-04-28,2227,US,Arkansas
Monongalia,2020-04-22,90,US,West Virginia
Asotin,2020-10-27,238,US,Washington
Woodford,2020-09-25,421,US,Illinois
Bamberg,2021-10-08,2095,US,South Carolina
Callahan,2020-12-16,558,US,Texas
Storey,2020-03-15,0,US,Nevada
Dunn,2020-01-23,0,US,North Dakota
Doddridge,2020-12-12,163,US,West Virginia
Christian,2021-11-25,10605,US,Kentucky
Butler,2020-08-27,315,US,Kentucky
San Francisco,2020-01-22,0,US,California
Osage,2020-12-28,2897,US,Oklahoma
Miller,2021-04-25,846,US,Georgia
Douglas,2021-07-07,9430,US,Kansas
Hamilton,2020-09-16,311,US,Iowa
Elk,2021-07-12,182,US,Kansas
Lauderdale,2020-04-24,25,US,Alabama
Mayes,2020-03-17,0,US,Oklahoma
Champaign,2021-01-21,2493,US,Ohio
Independence,2021-12-16,7139,US,Arkansas
Payette,2020-02-08,0,US,Idaho
Roane,2022-04-07,3153,US,West Virginia
Clinch,2020-08-02,174,US,Georgia
Vernon,2020-08-01,663,US,Louisiana
Montague,2021-03-08,2073,US,Texas
Pontotoc,2021-03-10,4987,US,Oklahoma
Lyon,2020-12-08,1116,US,Iowa
Ziebach,2021-06-10,344,US,South Dakota
Arecibo,2021-03-21,2406,US,Puerto Rico
Walla Walla,2021-03-16,4787,US,Washington
Stephens,2021-09-06,5877,US,Oklahoma
Sherman,2020-08-24,17,US,Kansas
Guernsey,2021-11-21,6672,US,Ohio
Summit,2021-04-14,5424,US,Utah
Erath,2020-08-22,503,US,Texas
Frederick,2020-08-13,688,US,Virginia
Thurston,2021-08-25,14330,US,Washington
Jefferson,2021-03-12,4012,US,Illinois
Loiza,2021-09-28,1542,US,Puerto Rico
Campbell,2021-02-02,6841,US,Kentucky
Dawson,2021-03-22,2873,US,Georgia
Coamo,2022-04-15,4271,US,Puerto Rico
Union,2020-12-25,1590,US,Illinois
Wright,2020-12-20,953,US,Missouri
Ozaukee,2021-10-08,11808,US,Wisconsin
Garden,2021-09-25,140,US,Nebraska
Delaware,2021-04-28,50024,US,Pennsylvania
Moultrie,2020-02-15,0,US,Illinois
Unassigned,2021-07-02,1517,US,Washington
Atoka,2022-02-24,3786,US,Oklahoma
Osage,2021-12-20,2472,US,Kansas
Elbert,2020-03-18,0,US,Colorado
Poinsett,2020-01-26,0,US,Arkansas
Stoddard,2021-12-20,4770,US,Missouri
Lauderdale,2020-09-01,719,US,Tennessee
Westmoreland,2020-12-29,19062,US,Pennsylvania
Otero,2020-02-07,0,US,New Mexico
Rockingham,2020-02-04,0,US,New Hampshire
Freeborn,2021-07-02,3478,US,Minnesota
Union,2021-01-25,3740,US,Pennsylvania
Gilmer,2020-06-14,168,US,Georgia
Fillmore,2020-09-29,133,US,Minnesota
Wyoming,2020-05-02,26,US,Pennsylvania
Yauco,2022-02-03,3533,US,Puerto Rico
Charles City,2021-08-05,529,US,Virginia
Muskogee,2020-07-21,276,US,Oklahoma
Bonneville,2021-11-30,21549,US,Idaho
Stephens,2020-11-22,1415,US,Oklahoma
Broadwater,2020-08-16,14,US,Montana
Fremont,2020-10-19,178,US,Iowa
Ascension,2020-06-12,918,US,Louisiana
Ray,2020-09-07,135,US,Missouri
Northampton,2021-05-13,806,US,Virginia
Morrow,2020-09-28,505,US,Oregon
Kanabec,2021-04-14,1268,US,Minnesota
Gaines,2020-10-15,207,US,Texas
Androscoggin,2021-08-27,8737,US,Maine
Lapeer,2021-11-01,11737,US,Michigan
Hays,2022-02-01,54102,US,Texas
Day,2022-02-16,1260,US,South Dakota
Wolfe,2021-10-21,1182,US,Kentucky
Pawnee,2020-01-25,0,US,Kansas
,2022-02-16,57,US,American Samoa
Caroline,2020-02-23,0,US,Maryland
Lee,2021-10-13,5607,US,Iowa
Lipscomb,2022-01-20,579,US,Texas
Aransas,2022-03-16,4071,US,Texas
San Francisco,2020-10-25,12123,US,California
Livingston,2021-09-03,22741,US,Louisiana
Johnson,2021-02-04,616,US,Wyoming
Wright,2021-04-07,1775,US,Iowa
Miami,2021-03-12,3610,US,Indiana
Wexford,2021-10-31,3738,US,Michigan
Kiowa,2020-02-15,0,US,Kansas
Greene,2021-11-27,2143,US,Illinois
Lincoln,2020-12-26,2003,US,Oklahoma
Oakland,2021-04-01,88629,US,Michigan
Upshur,2021-03-04,1703,US,West Virginia
Morris,2022-01-26,1363,US,Kansas
Covington,2020-11-25,2168,US,Alabama
Humboldt,2020-01-22,0,US,Nevada
Schuyler,2021-08-06,1091,US,New York
Eddy,2020-07-02,6,US,North Dakota
Johnson,2021-06-07,59305,US,Kansas
Bossier,2021-01-31,11833,US,Louisiana
Solano,2020-07-22,2828,US,California
Sagadahoc,2022-03-31,5040,US,Maine
Grand Forks,2020-11-13,6793,US,North Dakota
Ste. Genevieve,2021-07-28,1875,US,Missouri
Owen,2021-04-01,640,US,Kentucky
Macon,2021-08-16,11806,US,Illinois
McCone,2022-01-20,337,US,Montana
Robertson,2021-06-11,235,US,Kentucky
Buena Vista,2020-05-13,8,US,Virginia
Elk,2020-04-17,0,US,Kansas
Harrison,2020-03-02,0,US,Ohio
Perry,2021-06-10,1863,US,Indiana
Copiah,2020-11-26,1604,US,Mississippi
Northampton,2020-09-05,304,US,Virginia
Marshall,2021-03-05,5446,US,Indiana
Greeley,2020-03-15,0,US,Nebraska
Seward,2021-06-08,3873,US,Kansas
Jerome,2020-04-10,24,US,Idaho
Out of TX,2021-10-31,0,US,Texas
Stephens,2020-07-12,322,US,Georgia
Escambia,2020-10-22,13130,US,Florida
Cass,2020-05-01,1,US,Iowa
Lewis,2021-04-27,1006,US,Missouri
Mahnomen,2021-06-20,566,US,Minnesota
Moultrie,2021-01-23,1412,US,Illinois
Nobles,2021-03-20,3896,US,Minnesota
Robertson,2021-05-28,2671,US,Texas
Madison,2021-03-20,8884,US,Kentucky
Clinton,2020-12-27,3697,US,Michigan
Monona,2021-02-19,757,US,Iowa
Gates,2021-09-12,893,US,North Carolina
Coahoma,2021-02-18,2714,US,Mississippi
Out of KY,2021-06-24,0,US,Kentucky
Highlands,2020-05-27,114,US,Florida
Miami,2021-12-15,6891,US,Indiana
Sheboygan,2020-10-23,4310,US,Wisconsin
Guadalupe,2022-04-03,1103,US,New Mexico
Rockingham,2022-03-14,14400,US,Virginia
Northampton,2020-08-22,303,US,Virginia
Kiowa,2021-05-23,818,US,Oklahoma
Tippecanoe,2020-03-17,0,US,Indiana
Union,2020-09-05,654,US,Florida
Hormigueros,2020-08-04,44,US,Puerto Rico
Ida,2021-06-23,916,US,Iowa
Roane,2020-02-13,0,US,Tennessee
Pawnee,2020-06-08,34,US,Oklahoma
Yuba,2022-03-24,17005,US,California
Schleicher,2020-10-25,59,US,Texas
Ada,2020-11-13,20922,US,Idaho
Cabarrus,2020-10-27,4850,US,North Carolina
Phelps,2022-02-27,9938,US,Missouri
Coke,2021-09-25,578,US,Texas
Rawlins,2020-12-20,243,US,Kansas
Petroleum,2020-06-21,0,US,Montana
Columbia,2020-01-24,0,US,Wisconsin
Perkins,2022-03-06,530,US,Nebraska
Osceola,2021-06-06,46374,US,Florida
Hendricks,2021-04-26,16921,US,Indiana
Lafayette,2020-06-28,70,US,Wisconsin
Tuscola,2020-07-17,247,US,Michigan
Phillips,2020-05-28,12,US,Colorado
Irwin,2022-03-28,1882,US,Georgia
Thomas,2020-02-18,0,US,Nebraska
Dade,2020-10-23,339,US,Georgia
Clay,2022-01-17,2853,US,South Dakota
Henry,2021-06-26,5080,US,Illinois
Pawnee,2021-08-01,1178,US,Kansas
Geauga,2021-02-08,5656,US,Ohio
Pratt,2021-09-09,1047,US,Kansas
Mayaguez,2020-05-07,32,US,Puerto Rico
Stafford,2021-06-30,344,US,Kansas
Brazoria,2021-02-09,31564,US,Texas
Houghton,2020-11-12,1218,US,Michigan
Douglas,2020-10-15,2684,US,Kansas
Sevier,2020-04-22,10,US,Arkansas
Hansford,2021-02-19,981,US,Texas
Ritchie,2020-10-09,18,US,West Virginia
Whitley,2020-05-23,13,US,Kentucky
Polk,2020-04-04,4,US,Texas
Harrison,2021-05-20,4373,US,Indiana
Pike,2021-12-23,3152,US,Missouri
Hancock,2021-05-13,913,US,Georgia
Natchitoches,2022-04-05,9535,US,Louisiana
Montezuma,2021-11-23,3801,US,Colorado
Pickens,2020-07-18,162,US,Georgia
Allen,2020-06-14,240,US,Ohio
Gregg,2021-08-24,12106,US,Texas
Alger,2021-02-28,434,US,Michigan
Chippewa,2020-01-23,0,US,Wisconsin
Washington,2021-01-06,16868,US,Oregon
Olmsted,2020-09-05,2103,US,Minnesota
Henry,2020-04-29,492,US,Georgia
Bernalillo,2020-06-12,1669,US,New Mexico
Suffolk,2020-08-17,1438,US,Virginia
Union,2021-05-25,2227,US,South Dakota
Posey,2020-03-18,0,US,Indiana
Madison,2021-07-11,7371,US,Idaho
Robertson,2020-06-13,0,US,Kentucky
Richmond,2020-05-21,263,US,Virginia
Somervell,2022-02-04,2029,US,Texas
Valley,2022-02-15,1630,US,Montana
Tolland,2021-09-04,10441,US,Connecticut
Butler,2021-09-29,2203,US,Kentucky
Chattahoochee,2020-12-27,2184,US,Georgia
Pickett,2021-03-23,755,US,Tennessee
Perry,2021-05-06,1258,US,Mississippi
Clare,2020-10-25,254,US,Michigan
Nassau,2020-08-12,1270,US,Florida
Calhoun,2021-12-26,933,US,Illinois
Juneau,2022-03-07,7643,US,Wisconsin
Pulaski,2021-09-27,3669,US,Virginia
Lincoln,2020-04-10,1,US,Colorado
Unassigned,2020-03-31,0,US,Indiana
Weld,2021-02-06,24090,US,Colorado
Woodford,2020-10-08,471,US,Illinois
Mercer,2020-05-09,66,US,Ohio
Carter,2022-02-03,13021,US,Oklahoma
Hillsborough,2021-06-01,143236,US,Florida
Colonial Heights,2021-07-18,1765,US,Virginia
Hickman,2021-04-27,2833,US,Tennessee
Montgomery,2021-11-22,33474,US,Tennessee
Russell,2020-09-20,1701,US,Alabama
Carroll,2021-12-22,4052,US,Ohio
Crawford,2022-03-22,19723,US,Pennsylvania
Caroline,2020-04-25,21,US,Virginia
Banks,2021-08-09,1972,US,Georgia
Mitchell,2020-08-25,578,US,Texas
Converse,2020-08-16,31,US,Wyoming
Chippewa,2021-05-23,7629,US,Wisconsin
Chaves,2021-12-12,14425,US,New Mexico
Screven,2022-03-16,2604,US,Georgia
Catano,2020-10-05,245,US,Puerto Rico
Somervell,2021-01-07,818,US,Texas
Sullivan,2020-04-07,1,US,Pennsylvania
Rankin,2020-04-23,153,US,Mississippi
Aguadilla,2020-09-26,176,US,Puerto Rico
Madison,2021-08-28,35558,US,Illinois
Out of NV,2020-05-12,0,US,Nevada
Appomattox,2022-03-08,3686,US,Virginia
Waushara,2022-02-11,6253,US,Wisconsin
Trigg,2020-08-04,53,US,Kentucky
Davie,2022-01-16,8544,US,North Carolina
Winn,2021-12-09,2663,US,Louisiana
Hemphill,2020-11-20,265,US,Texas
Richmond,2022-03-26,49914,US,Georgia
Crawford,2020-04-22,13,US,Indiana
Spartanburg,2021-10-02,59144,US,South Carolina
Yell,2021-08-06,3685,US,Arkansas
Gordon,2021-07-21,8366,US,Georgia
Jackson,2020-02-15,0,US,North Carolina
Pottawattamie,2020-12-15,7508,US,Iowa
Greene,2020-11-24,507,US,Iowa
Santa Clara,2020-06-03,2846,US,California
Decatur,2021-09-07,708,US,Iowa
Rockingham,2021-10-22,11979,US,North Carolina
Alexandria,2020-10-20,4133,US,Virginia
Albany,2020-06-16,2026,US,New York
Huntington,2022-01-07,9000,US,Indiana
Latah,2020-04-19,3,US,Idaho
Lincoln,2022-01-21,8575,US,Tennessee
Calhoun,2020-04-22,0,US,Arkansas
Klickitat,2020-02-28,0,US,Washington
Bedford,2021-05-24,4611,US,Pennsylvania
Alexander,2022-03-16,10377,US,North Carolina
Oktibbeha,2020-05-21,114,US,Mississippi
Nueces,2021-02-06,28096,US,Texas
Alcona,2022-03-29,1726,US,Michigan
Out of ID,2021-04-05,0,US,Idaho
Rutland,2020-04-08,31,US,Vermont
Columbia,2021-08-05,4158,US,New York
Sabine,2022-02-01,5791,US,Louisiana
Thomas,2021-06-26,4557,US,Georgia
Marshall,2020-11-21,143,US,South Dakota
Henderson,2020-03-16,0,US,Kentucky
Audubon,2020-05-31,12,US,Iowa
Houghton,2020-06-10,8,US,Michigan
Pickett,2020-11-07,314,US,Tennessee
Michigan Department of Corrections (MDOC),2020-05-21,3360,US,Michigan
Clay,2020-11-13,797,US,Mississippi
Smith,2021-01-05,8891,US,Texas
Macomb,2021-09-23,110392,US,Michigan
Kanabec,2022-02-24,3452,US,Minnesota
Moffat,2021-08-06,1234,US,Colorado
Bergen,2021-03-10,81535,US,New Jersey
Hockley,2020-10-28,857,US,Texas
